Entity,Code,Year,Renewables (% equivalent primary energy),Grwth rt
Egypt,EGY,1998,7.1541786,-1.2
Egypt,EGY,1999,7.409151,3.6
Egypt,EGY,2000,7.416068,0.1
Egypt,EGY,2001,7.225909,-2.6
Egypt,EGY,2002,6.795776,-6
Egypt,EGY,2003,5.937698,-12.6
Egypt,EGY,2004,5.634644,-5.1
Egypt,EGY,2005,5.385706,-4.4
Egypt,EGY,2006,5.1723137,-4
Egypt,EGY,2007,5.3631554,3.7
Egypt,EGY,2008,5.414237,1
Egypt,EGY,2009,4.800595,-11.3
Egypt,EGY,2010,4.461719,-7.1
Egypt,EGY,2011,4.3315444,-2.9
Egypt,EGY,2012,4.1802897,-3.5
Egypt,EGY,2013,4.1771846,-0.1
Egypt,EGY,2014,4.1816525,0.1
Egypt,EGY,2015,4.328853,3.5
Egypt,EGY,2016,4.131468,-4.6
Egypt,EGY,2017,3.8699906,-6.3
Egypt,EGY,2018,4.0554056,4.8
Egypt,EGY,2019,5.1698976,27.5
Egypt,EGY,2020,6.564624,27
Egypt,EGY,2021,6.230571,-5.1
Estonia,EST,1985,0,-100
Estonia,EST,1986,0,#DIV/0!
Estonia,EST,1987,0,#DIV/0!
Estonia,EST,1988,0,#DIV/0!
Estonia,EST,1989,0,#DIV/0!
Estonia,EST,1990,0,#DIV/0!
Estonia,EST,1991,0,#DIV/0!
Estonia,EST,1992,0,#DIV/0!
Estonia,EST,1993,0,#DIV/0!
Estonia,EST,1994,0,#DIV/0!
Estonia,EST,1995,0.030831562,#DIV/0!
Estonia,EST,1996,0.024195744,-21.5
Estonia,EST,1997,0.039256863,62.2
Estonia,EST,1998,0.06567057,67.3
Estonia,EST,1999,0.09331137,42.1
Estonia,EST,2000,0.10166839,9
Estonia,EST,2001,0.09630356,-5.3
Estonia,EST,2002,0.18708262,94.3
Estonia,EST,2003,0.22028498,17.7
Estonia,EST,2004,0.28742737,30.5
Estonia,EST,2005,0.5005239,74.1
Estonia,EST,2006,0.59395134,18.7
Estonia,EST,2007,0.5890301,-0.8
Estonia,EST,2008,0.8455263,43.5
Estonia,EST,2009,2.7872162,229.6
Estonia,EST,2010,4.3919716,57.6
Estonia,EST,2011,4.9312315,12.3
Estonia,EST,2012,6.1257634,24.2
Estonia,EST,2013,4.7120137,-23.1
Estonia,EST,2014,5.5141263,17
Estonia,EST,2015,6.578982,19.3
Estonia,EST,2016,6.427242,-2.3
Estonia,EST,2017,6.830332,6.3
Estonia,EST,2018,7.507283,9.9
Estonia,EST,2019,9.91299,32
Estonia,EST,2020,14.138368,42.6
Estonia,EST,2021,14.325047,1.3
Europe,,1965,5.9066157,-58.8
Europe,,1966,6.168164,4.4
Europe,,1967,5.9033895,-4.3
Europe,,1968,5.9576693,0.9
Europe,,1969,5.6871805,-4.5
Europe,,1970,5.681452,-0.1
Europe,,1971,5.5593204,-2.1
Europe,,1972,5.415697,-2.6
Europe,,1973,5.1996355,-4
Europe,,1974,5.549151,6.7
Europe,,1975,5.48716,-1.1
Europe,,1976,5.002477,-8.8
Europe,,1977,5.7320075,14.6
Europe,,1978,5.710373,-0.4
Europe,,1979,5.745068,0.6
Europe,,1980,5.7626457,0.3
Europe,,1981,5.8671975,1.8
Europe,,1982,5.7095346,-2.7
Europe,,1983,5.8300776,2.1
Europe,,1984,5.8781457,0.8
Europe,,1985,5.8707128,-0.1
Europe,,1986,5.674075,-3.3
Europe,,1987,5.844886,3
Europe,,1988,6.004857,2.7
Europe,,1989,5.4792295,-8.8
Europe,,1990,5.6125426,2.4
Europe,,1991,5.799028,3.3
Europe,,1992,6.1881166,6.7
Europe,,1993,6.5789742,6.3
Europe,,1994,6.9876776,6.2
Europe,,1995,7.0650234,1.1
Europe,,1996,6.6088142,-6.5
Europe,,1997,7.0181427,6.2
Europe,,1998,7.2968125,4
Europe,,1999,7.4891624,2.6
Europe,,2000,7.77206,3.8
Europe,,2001,7.7981777,0.3
Europe,,2002,7.304162,-6.3
Europe,,2003,6.906544,-5.4
Europe,,2004,7.4689255,8.1
Europe,,2005,7.651272,2.4
Europe,,2006,7.5956726,-0.7
Europe,,2007,8.04044,5.9
Europe,,2008,8.450697,5.1
Europe,,2009,9.250828,9.5
Europe,,2010,9.566195,3.4
Europe,,2011,9.470131,-1
Europe,,2012,10.526842,11.2
Europe,,2013,11.563236,9.8
Europe,,2014,12.157203,5.1
Europe,,2015,12.454003,2.4
Europe,,2016,12.5641365,0.9
Europe,,2017,12.595028,0.2
Europe,,2018,13.195203,4.8
Europe,,2019,13.646666,3.4
Europe,,2020,15.806127,15.8
Europe,,2021,15.235615,-3.6
Europe (BP),,1965,7.269067,-52.3
Europe (BP),,1966,7.5995073,4.5
Europe (BP),,1967,7.389748,-2.8
Europe (BP),,1968,7.186744,-2.7
Europe (BP),,1969,6.607449,-8.1
Europe (BP),,1970,6.5164337,-1.4
Europe (BP),,1971,6.4102187,-1.6
Europe (BP),,1972,6.3603573,-0.8
Europe (BP),,1973,6.11337,-3.9
Europe (BP),,1974,6.695796,9.5
Europe (BP),,1975,6.9075384,3.2
Europe (BP),,1976,6.05598,-12.3
Europe (BP),,1977,7.184907,18.6
Europe (BP),,1978,6.917433,-3.7
Europe (BP),,1979,7.012579,1.4
Europe (BP),,1980,6.9953547,-0.2
Europe (BP),,1981,7.263548,3.8
Europe (BP),,1982,7.3230996,0.8
Europe (BP),,1983,7.470169,2
Europe (BP),,1984,7.360798,-1.5
Europe (BP),,1985,6.3973994,-13.1
Europe (BP),,1986,6.101613,-4.6
Europe (BP),,1987,6.496621,6.5
Europe (BP),,1988,6.8874254,6
Europe (BP),,1989,6.041034,-12.3
Europe (BP),,1990,6.1501617,1.8
Europe (BP),,1991,6.3632956,3.5
Europe (BP),,1992,6.80437,6.9
Europe (BP),,1993,7.22015,6.1
Europe (BP),,1994,7.488457,3.7
Europe (BP),,1995,7.4828305,-0.1
Europe (BP),,1996,7.118013,-4.9
Europe (BP),,1997,7.479815,5.1
Europe (BP),,1998,7.830997,4.7
Europe (BP),,1999,7.994131,2.1
Europe (BP),,2000,8.294754,3.8
Europe (BP),,2001,8.198429,-1.2
Europe (BP),,2002,7.817237,-4.6
Europe (BP),,2003,7.445176,-4.8
Europe (BP),,2004,8.081994,8.6
Europe (BP),,2005,8.329161,3.1
Europe (BP),,2006,8.455762,1.5
Europe (BP),,2007,8.983073,6.2
Europe (BP),,2008,9.758614,8.6
Europe (BP),,2009,10.734776,10
Europe (BP),,2010,11.562127,7.7
Europe (BP),,2011,11.665335,0.9
Europe (BP),,2012,13.15553,12.8
Europe (BP),,2013,14.2499895,8.3
Europe (BP),,2014,15.056768,5.7
Europe (BP),,2015,15.684681,4.2
Europe (BP),,2016,15.744419,0.4
Europe (BP),,2017,15.753476,0.1
Europe (BP),,2018,16.827751,6.8
Europe (BP),,2019,17.77084,5.6
Europe (BP),,2020,20.436487,15
Europe (BP),,2021,19.740942,-3.4
European Union (27),,1965,6.740035,-65.9
European Union (27),,1966,7.1173525,5.6
European Union (27),,1967,6.6463075,-6.6
European Union (27),,1968,6.338912,-4.6
European Union (27),,1969,5.760931,-9.1
European Union (27),,1970,5.699029,-1.1
European Union (27),,1971,5.4920382,-3.6
European Union (27),,1972,5.4575386,-0.6
European Union (27),,1973,5.1482067,-5.7
European Union (27),,1974,5.611098,9
European Union (27),,1975,5.6898823,1.4
European Union (27),,1976,4.693745,-17.5
European Union (27),,1977,6.104866,30.1
European Union (27),,1978,5.724103,-6.2
European Union (27),,1979,5.7847705,1.1
European Union (27),,1980,5.6107125,-3
European Union (27),,1981,5.697778,1.6
European Union (27),,1982,5.724218,0.5
European Union (27),,1983,5.814768,1.6
European Union (27),,1984,5.728046,-1.5
European Union (27),,1985,5.5868397,-2.5
European Union (27),,1986,5.2328033,-6.3
European Union (27),,1987,5.603362,7.1
European Union (27),,1988,5.8703294,4.8
European Union (27),,1989,4.825043,-17.8
European Union (27),,1990,5.138932,6.5
European Union (27),,1991,5.406729,5.2
European Union (27),,1992,5.748823,6.3
European Union (27),,1993,5.977683,4
European Union (27),,1994,6.195356,3.6
European Union (27),,1995,6.0873213,-1.7
European Union (27),,1996,5.9001784,-3.1
European Union (27),,1997,6.204107,5.2
European Union (27),,1998,6.4342656,3.7
European Union (27),,1999,6.4940257,0.9
European Union (27),,2000,6.851288,5.5
European Union (27),,2001,7.122068,4
European Union (27),,2002,6.4400024,-9.6
European Union (27),,2003,6.37666,-1
European Union (27),,2004,6.954033,9.1
European Union (27),,2005,7.023421,1
European Union (27),,2006,7.4130735,5.5
European Union (27),,2007,8.028537,8.3
European Union (27),,2008,8.835195,10
European Union (27),,2009,9.934215,12.4
European Union (27),,2010,10.899172,9.7
European Union (27),,2011,11.111049,1.9
European Union (27),,2012,12.618176,13.6
European Union (27),,2013,13.789877,9.3
European Union (27),,2014,14.76316,7.1
European Union (27),,2015,14.853165,0.6
European Union (27),,2016,14.857019,0
European Union (27),,2017,14.778873,-0.5
European Union (27),,2018,15.76775,6.7
European Union (27),,2019,16.51869,4.8
European Union (27),,2020,19.209618,16.3
European Union (27),,2021,18.567877,-3.3
Finland,FIN,1965,23.966585,29.1
Finland,FIN,1966,23.36688,-2.5
Finland,FIN,1967,24.873165,6.4
Finland,FIN,1968,20.672768,-16.9
Finland,FIN,1969,15.680414,-24.1
Finland,FIN,1970,15.499043,-1.2
Finland,FIN,1971,16.927217,9.2
Finland,FIN,1972,15.603095,-7.8
Finland,FIN,1973,14.4314785,-7.5
Finland,FIN,1974,18.064272,25.2
Finland,FIN,1975,17.08967,-5.4
Finland,FIN,1976,12.514572,-26.8
Finland,FIN,1977,15.202662,21.5
Finland,FIN,1978,11.782436,-22.5
Finland,FIN,1979,12.091409,2.6
Finland,FIN,1980,11.415307,-5.6
Finland,FIN,1981,15.109192,32.4
Finland,FIN,1982,14.6664095,-2.9
Finland,FIN,1983,15.364748,4.8
Finland,FIN,1984,14.383723,-6.4
Finland,FIN,1985,12.764183,-11.3
Finland,FIN,1986,12.675924,-0.7
Finland,FIN,1987,13.406022,5.8
Finland,FIN,1988,13.070466,-2.5
Finland,FIN,1989,12.690624,-2.9
Finland,FIN,1990,15.044628,18.5
Finland,FIN,1991,16.643732,10.6
Finland,FIN,1992,18.367647,10.4
Finland,FIN,1993,17.727713,-3.5
Finland,FIN,1994,15.916638,-10.2
Finland,FIN,1995,17.851295,12.2
Finland,FIN,1996,15.462067,-13.4
Finland,FIN,1997,17.178953,11.1
Finland,FIN,1998,20.300835,18.2
Finland,FIN,1999,17.990025,-11.4
Finland,FIN,2000,19.702833,9.5
Finland,FIN,2001,17.716715,-10.1
Finland,FIN,2002,16.264904,-8.2
Finland,FIN,2003,14.593681,-10.3
Finland,FIN,2004,19.509205,33.7
Finland,FIN,2005,19.46372,-0.2
Finland,FIN,2006,17.534887,-9.9
Finland,FIN,2007,18.869097,7.6
Finland,FIN,2008,22.427767,18.9
Finland,FIN,2009,19.18046,-14.5
Finland,FIN,2010,19.647142,2.4
Finland,FIN,2011,20.955502,6.7
Finland,FIN,2012,24.975452,19.2
Finland,FIN,2013,22.647865,-9.3
Finland,FIN,2014,24.728233,9.2
Finland,FIN,2015,28.137722,13.8
Finland,FIN,2016,26.58672,-5.5
Finland,FIN,2017,28.707514,8
Finland,FIN,2018,28.641554,-0.2
Finland,FIN,2019,29.214561,2
Finland,FIN,2020,33.16851,13.5
Finland,FIN,2021,34.61129,4.3
France,FRA,1965,10.584984,-69.4
France,FRA,1966,11.602393,9.6
France,FRA,1967,9.537199,-17.8
France,FRA,1968,10.09288,5.8
France,FRA,1969,9.634168,-4.5
France,FRA,1970,9.537436,-1
France,FRA,1971,7.9428425,-16.7
France,FRA,1972,7.446317,-6.3
France,FRA,1973,6.7090616,-9.9
France,FRA,1974,8.01622,19.5
France,FRA,1975,9.053055,12.9
France,FRA,1976,6.8996778,-23.8
France,FRA,1977,10.595119,53.6
France,FRA,1978,9.109527,-14
France,FRA,1979,8.611678,-5.5
France,FRA,1980,9.114398,5.8
France,FRA,1981,9.551752,4.8
France,FRA,1982,9.705157,1.6
France,FRA,1983,9.325617,-3.9
France,FRA,1984,8.554503,-8.3
France,FRA,1985,7.887791,-7.8
France,FRA,1986,7.7647924,-1.6
France,FRA,1987,8.584645,10.6
France,FRA,1988,9.174313,6.9
France,FRA,1989,5.5997367,-39
France,FRA,1990,6.222641,11.1
France,FRA,1991,6.2665405,0.7
France,FRA,1992,7.399244,18.1
France,FRA,1993,6.9688835,-5.8
France,FRA,1994,8.563506,22.9
France,FRA,1995,7.823903,-8.6
France,FRA,1996,6.882894,-12
France,FRA,1997,6.803889,-1.1
France,FRA,1998,6.470214,-4.9
France,FRA,1999,7.388863,14.2
France,FRA,2000,6.7445607,-8.7
France,FRA,2001,7.405367,9.8
France,FRA,2002,6.175621,-16.6
France,FRA,2003,5.962182,-3.5
France,FRA,2004,5.970315,0.1
France,FRA,2005,5.365334,-10.1
France,FRA,2006,5.969732,11.3
France,FRA,2007,6.6387134,11.2
France,FRA,2008,7.6322675,15
France,FRA,2009,7.70645,1
France,FRA,2010,8.220292,6.7
France,FRA,2011,7.185518,-12.6
France,FRA,2012,9.137363,27.2
France,FRA,2013,10.4594345,14.5
France,FRA,2014,10.459279,0
France,FRA,2015,10.147399,-3
France,FRA,2016,10.975246,8.2
France,FRA,2017,10.437264,-4.9
France,FRA,2018,12.132495,16.2
France,FRA,2019,12.384905,2.1
France,FRA,2020,14.788747,19.4
France,FRA,2021,13.671011,-7.6
Germany,DEU,1965,1.614503,
Germany,DEU,1966,1.7416129,
Germany,DEU,1967,1.6582538,
Germany,DEU,1968,1.5761398,
Germany,DEU,1969,1.1857672,
Germany,DEU,1970,1.5171292,
Germany,DEU,1971,1.1796806,
Germany,DEU,1972,1.1219959,
Germany,DEU,1973,1.2137141,
Germany,DEU,1974,1.4188614,
Germany,DEU,1975,1.4353294,
Germany,DEU,1976,1.1208524,
Germany,DEU,1977,1.3967295,
Germany,DEU,1978,1.408961,
Germany,DEU,1979,1.3454018,
Germany,DEU,1980,1.4781905,
Germany,DEU,1981,1.5739785,
Germany,DEU,1982,1.6178513,
Germany,DEU,1983,1.4992614,
Germany,DEU,1984,1.4371842,
Germany,DEU,1985,1.3216147,
Germany,DEU,1986,1.4105299,
Germany,DEU,1987,1.5094993,
Germany,DEU,1988,1.5009333,
Germany,DEU,1989,1.3991727,
Germany,DEU,1990,1.33694,
Germany,DEU,1991,1.2709577,
Germany,DEU,1992,1.5204551,
Germany,DEU,1993,1.5835441,
Germany,DEU,1994,1.7396334,
Germany,DEU,1995,1.8891898,
Germany,DEU,1996,1.6823945,
Germany,DEU,1997,1.8035167,
Germany,DEU,1998,1.970565,
Germany,DEU,1999,2.2275858,
Germany,DEU,2000,2.8871117,
Germany,DEU,2001,2.9411676,
Germany,DEU,2002,3.538632,
Germany,DEU,2003,3.6419897,
Germany,DEU,2004,4.5165977,
Germany,DEU,2005,5.2084193,
Germany,DEU,2006,6.0263047,
Germany,DEU,2007,7.6538334,
Germany,DEU,2008,7.8176284,
Germany,DEU,2009,8.45428,
Germany,DEU,2010,8.792469,
Germany,DEU,2011,10.566965,20.2
Germany,DEU,2012,11.899699,12.6
Germany,DEU,2013,12.063335,1.4
Germany,DEU,2014,13.278847,10.1
Germany,DEU,2015,14.823544,11.6
Germany,DEU,2016,14.607312,-1.5
Germany,DEU,2017,16.196213,10.9
Germany,DEU,2018,17.084951,5.5
Germany,DEU,2019,18.768305,9.9
Germany,DEU,2020,21.122828,12.5
Germany,DEU,2021,19.453121,-7.9
Greece,GRC,1965,2.9926248,-84.6
Greece,GRC,1966,5.9037366,97.3
Greece,GRC,1967,5.1454077,-12.8
Greece,GRC,1968,4.0803204,-20.7
Greece,GRC,1969,5.802621,42.2
Greece,GRC,1970,6.6985598,15.4
Greece,GRC,1971,5.6566277,-15.6
Greece,GRC,1972,5.0900455,-10
Greece,GRC,1973,3.6736455,-27.8
Greece,GRC,1974,3.9671507,8
Greece,GRC,1975,3.004863,-24.3
Greece,GRC,1976,2.5362146,-15.6
Greece,GRC,1977,2.501576,-1.4
Greece,GRC,1978,3.8218632,52.8
Greece,GRC,1979,5.1934614,35.9
Greece,GRC,1980,5.006544,-3.6
Greece,GRC,1981,5.126492,2.4
Greece,GRC,1982,5.2865105,3.1
Greece,GRC,1983,3.454517,-34.7
Greece,GRC,1984,4.0465713,17.1
Greece,GRC,1985,3.7546213,-7.2
Greece,GRC,1986,4.3210115,15.1
Greece,GRC,1987,3.396962,-21.4
Greece,GRC,1988,2.7383277,-19.4
Greece,GRC,1989,2.0288122,-25.9
Greece,GRC,1990,1.8226951,-10.2
Greece,GRC,1991,3.1458604,72.6
Greece,GRC,1992,2.2052267,-29.9
Greece,GRC,1993,2.2926176,4
Greece,GRC,1994,2.5512795,11.3
Greece,GRC,1995,3.3267503,30.4
Greece,GRC,1996,3.991272,20
Greece,GRC,1997,3.4691076,-13.1
Greece,GRC,1998,3.1588402,-8.9
Greece,GRC,1999,3.964062,25.5
Greece,GRC,2000,3.2847326,-17.1
Greece,GRC,2001,2.296041,-30.1
Greece,GRC,2002,2.7831922,21.2
Greece,GRC,2003,4.297642,54.4
Greece,GRC,2004,4.291226,-0.1
Greece,GRC,2005,4.6003256,7.2
Greece,GRC,2006,5.32195,15.7
Greece,GRC,2007,3.1136858,-41.5
Greece,GRC,2008,3.9871402,28.1
Greece,GRC,2009,5.8433247,46.6
Greece,GRC,2010,7.824593,33.9
Greece,GRC,2011,6.159234,-21.3
Greece,GRC,2012,8.102894,31.6
Greece,GRC,2013,12.095451,49.3
Greece,GRC,2014,10.859847,-10.2
Greece,GRC,2015,13.008345,19.8
Greece,GRC,2016,13.225245,1.7
Greece,GRC,2017,14.015645,6
Greece,GRC,2018,13.455227,-4
Greece,GRC,2019,13.694194,1.8
Greece,GRC,2020,16.707697,22
Greece,GRC,2021,19.391674,16.1
High-income countries,,1965,7.0047736,-63.9
High-income countries,,1966,7.0613265,0.8
High-income countries,,1967,6.9548526,-1.5
High-income countries,,1968,6.709464,-3.5
High-income countries,,1969,6.5830336,-1.9
High-income countries,,1970,6.4151087,-2.6
High-income countries,,1971,6.5134244,1.5
High-income countries,,1972,6.4682894,-0.7
High-income countries,,1973,6.141325,-5.1
High-income countries,,1974,6.831378,11.2
High-income countries,,1975,6.9928646,2.4
High-income countries,,1976,6.3843064,-8.7
High-income countries,,1977,6.274976,-1.7
High-income countries,,1978,6.541083,4.2
High-income countries,,1979,6.6115766,1.1
High-income countries,,1980,6.7566633,2.2
High-income countries,,1981,6.971282,3.2
High-income countries,,1982,7.415381,6.4
High-income countries,,1983,7.765787,4.7
High-income countries,,1984,7.4285245,-4.3
High-income countries,,1985,7.2465434,-2.4
High-income countries,,1986,7.153331,-1.3
High-income countries,,1987,6.957846,-2.7
High-income countries,,1988,6.7297554,-3.3
High-income countries,,1989,6.522184,-3.1
High-income countries,,1990,6.737085,3.3
High-income countries,,1991,6.785162,0.7
High-income countries,,1992,6.676239,-1.6
High-income countries,,1993,6.915686,3.6
High-income countries,,1994,6.6247487,-4.2
High-income countries,,1995,6.8309307,3.1
High-income countries,,1996,6.7620964,-1
High-income countries,,1997,6.8867207,1.8
High-income countries,,1998,6.74057,-2.1
High-income countries,,1999,6.7156973,-0.4
High-income countries,,2000,6.684971,-0.5
High-income countries,,2001,6.309144,-5.6
High-income countries,,2002,6.382186,1.2
High-income countries,,2003,6.2580495,-1.9
High-income countries,,2004,6.301392,0.7
High-income countries,,2005,6.4346724,2.1
High-income countries,,2006,6.580689,2.3
High-income countries,,2007,6.576808,-0.1
High-income countries,,2008,6.9807897,6.1
High-income countries,,2009,7.495962,7.4
High-income countries,,2010,7.5286093,0.4
High-income countries,,2011,8.076886,7.3
High-income countries,,2012,8.542007,5.8
High-income countries,,2013,8.926266,4.5
High-income countries,,2014,9.211322,3.2
High-income countries,,2015,9.485086,3
High-income countries,,2016,9.798736,3.3
High-income countries,,2017,10.217155,4.3
High-income countries,,2018,10.488907,2.7
High-income countries,,2019,10.854962,3.5
High-income countries,,2020,12.457896,14.8
High-income countries,,2021,12.304638,-1.2
Hong Kong,HKG,1965,0,-100
Hong Kong,HKG,1966,0,#DIV/0!
Hong Kong,HKG,1967,0,#DIV/0!
Hong Kong,HKG,1968,0,#DIV/0!
Hong Kong,HKG,1969,0,#DIV/0!
Hong Kong,HKG,1970,0,#DIV/0!
Hong Kong,HKG,1971,0,#DIV/0!
Hong Kong,HKG,1972,0,#DIV/0!
Hong Kong,HKG,1973,0,#DIV/0!
Hong Kong,HKG,1974,0,#DIV/0!
Hong Kong,HKG,1975,0,#DIV/0!
Hong Kong,HKG,1976,0,#DIV/0!
Hong Kong,HKG,1977,0,#DIV/0!
Hong Kong,HKG,1978,0,#DIV/0!
Hong Kong,HKG,1979,0,#DIV/0!
Hong Kong,HKG,1980,0,#DIV/0!
Hong Kong,HKG,1981,0,#DIV/0!
Hong Kong,HKG,1982,0,#DIV/0!
Hong Kong,HKG,1983,0,#DIV/0!
Hong Kong,HKG,1984,0,#DIV/0!
Hong Kong,HKG,1985,0,#DIV/0!
Hong Kong,HKG,1986,0,#DIV/0!
Hong Kong,HKG,1987,0,#DIV/0!
Hong Kong,HKG,1988,0,#DIV/0!
Hong Kong,HKG,1989,0,#DIV/0!
Hong Kong,HKG,1990,0,#DIV/0!
Hong Kong,HKG,1991,0,#DIV/0!
Hong Kong,HKG,1992,0,#DIV/0!
Hong Kong,HKG,1993,0,#DIV/0!
Hong Kong,HKG,1994,0,#DIV/0!
Hong Kong,HKG,1995,0,#DIV/0!
Hong Kong,HKG,1996,0,#DIV/0!
Hong Kong,HKG,1997,0,#DIV/0!
Hong Kong,HKG,1998,0,#DIV/0!
Hong Kong,HKG,1999,0,#DIV/0!
Hong Kong,HKG,2000,0,#DIV/0!
Hong Kong,HKG,2001,0,#DIV/0!
Hong Kong,HKG,2002,0,#DIV/0!
Hong Kong,HKG,2003,0,#DIV/0!
Hong Kong,HKG,2004,0,#DIV/0!
Hong Kong,HKG,2005,0,#DIV/0!
Hong Kong,HKG,2006,0.000691158,#DIV/0!
Hong Kong,HKG,2007,0.000804969,16.5
Hong Kong,HKG,2008,0.000801358,-0.4
Hong Kong,HKG,2009,0.000989306,23.5
Hong Kong,HKG,2010,0.040526018,3996.4
Hong Kong,HKG,2011,0.044920437,10.8
Hong Kong,HKG,2012,0.044864498,-0.1
Hong Kong,HKG,2013,0.038566995,-14
Hong Kong,HKG,2014,0.046603356,20.8
Hong Kong,HKG,2015,0.059699725,28.1
Hong Kong,HKG,2016,0.06550138,9.7
Hong Kong,HKG,2017,0.06267911,-4.3
Hong Kong,HKG,2018,0.06412575,2.3
Hong Kong,HKG,2019,0.07460387,16.3
Hong Kong,HKG,2020,0.10073566,35
Hong Kong,HKG,2021,0.108698964,7.9
Hungary,HUN,1965,0.11989386,10.3
Hungary,HUN,1966,0.15773733,31.6
Hungary,HUN,1967,0.13554126,-14.1
Hungary,HUN,1968,0.14179073,4.6
Hungary,HUN,1969,0.14133148,-0.3
Hungary,HUN,1970,0.12151648,-14
Hungary,HUN,1971,0.128392,5.7
Hungary,HUN,1972,0.14248806,11
Hungary,HUN,1973,0.120818384,-15.2
Hungary,HUN,1974,0.09401585,-22.2
Hungary,HUN,1975,0.17870052,90.1
Hungary,HUN,1976,0.1693199,-5.2
Hungary,HUN,1977,0.14541946,-14.1
Hungary,HUN,1978,0.12593117,-13.4
Hungary,HUN,1979,0.13454616,6.8
Hungary,HUN,1980,0.10290331,-23.5
Hungary,HUN,1981,0.15593338,51.5
Hungary,HUN,1982,0.14692831,-5.8
Hungary,HUN,1983,0.1457432,-0.8
Hungary,HUN,1984,0.16569237,13.7
Hungary,HUN,1985,0.13748026,-17
Hungary,HUN,1986,0.13723414,-0.2
Hungary,HUN,1987,0.14415859,5
Hungary,HUN,1988,0.14756292,2.4
Hungary,HUN,1989,0.14161773,-4
Hungary,HUN,1990,0.17966974,26.9
Hungary,HUN,1991,0.21547885,19.9
Hungary,HUN,1992,0.21209235,-1.6
Hungary,HUN,1993,0.21881689,3.2
Hungary,HUN,1994,0.21855822,-0.1
Hungary,HUN,1995,0.23041439,5.4
Hungary,HUN,1996,0.26410878,14.6
Hungary,HUN,1997,0.28335416,7.3
Hungary,HUN,1998,0.22453971,-20.8
Hungary,HUN,1999,0.2573081,14.6
Hungary,HUN,2000,0.26188785,1.8
Hungary,HUN,2001,0.26927036,2.8
Hungary,HUN,2002,0.24771267,-8
Hungary,HUN,2003,0.3591855,45
Hungary,HUN,2004,1.0114942,181.6
Hungary,HUN,2005,1.9106504,88.9
Hungary,HUN,2006,1.5408134,-19.4
Hungary,HUN,2007,1.9637135,27.4
Hungary,HUN,2008,2.4881732,26.7
Hungary,HUN,2009,3.3081076,33
Hungary,HUN,2010,3.356313,1.5
Hungary,HUN,2011,3.0736933,-8.4
Hungary,HUN,2012,3.186504,3.7
Hungary,HUN,2013,3.550579,11.4
Hungary,HUN,2014,4.012245,13
Hungary,HUN,2015,3.8928456,-3
Hungary,HUN,2016,3.8303542,-1.6
Hungary,HUN,2017,3.8641884,0.9
Hungary,HUN,2018,4.1346164,7
Hungary,HUN,2019,4.9454613,19.6
Hungary,HUN,2020,5.8162417,17.6
Hungary,HUN,2021,6.819573,17.3
Iceland,ISL,1965,24.983986,266.4
Iceland,ISL,1966,23.200014,-7.1
Iceland,ISL,1967,24.937162,7.5
Iceland,ISL,1968,24.370615,-2.3
Iceland,ISL,1969,30.625391,25.7
Iceland,ISL,1970,41.689293,36.1
Iceland,ISL,1971,41.70726,0
Iceland,ISL,1972,42.6058,2.2
Iceland,ISL,1973,45.067017,5.8
Iceland,ISL,1974,47.447186,5.3
Iceland,ISL,1975,48.562763,2.4
Iceland,ISL,1976,50.019867,3
Iceland,ISL,1977,50.608696,1.2
Iceland,ISL,1978,50.14911,-0.9
Iceland,ISL,1979,52.477844,4.6
Iceland,ISL,1980,55.954315,6.6
Iceland,ISL,1981,56.7724,1.5
Iceland,ISL,1982,61.470432,8.3
Iceland,ISL,1983,62.748474,2.1
Iceland,ISL,1984,62.04727,-1.1
Iceland,ISL,1985,61.471844,-0.9
Iceland,ISL,1986,62.145615,1.1
Iceland,ISL,1987,61.632626,-0.8
Iceland,ISL,1988,62.10895,0.8
Iceland,ISL,1989,60.840477,-2
Iceland,ISL,1990,60.333626,-0.8
Iceland,ISL,1991,61.54583,2
Iceland,ISL,1992,60.99951,-0.9
Iceland,ISL,1993,61.05936,0.1
Iceland,ISL,1994,61.05491,0
Iceland,ISL,1995,61.592953,0.9
Iceland,ISL,1996,59.821136,-2.9
Iceland,ISL,1997,62.260468,4.1
Iceland,ISL,1998,64.60303,3.8
Iceland,ISL,1999,67.37353,4.3
Iceland,ISL,2000,67.80518,0.6
Iceland,ISL,2001,69.64024,2.7
Iceland,ISL,2002,69.7559,0.2
Iceland,ISL,2003,69.68164,-0.1
Iceland,ISL,2004,68.89618,-1.1
Iceland,ISL,2005,68.649345,-0.4
Iceland,ISL,2006,70.91828,3.3
Iceland,ISL,2007,74.30169,4.8
Iceland,ISL,2008,81.15162,9.2
Iceland,ISL,2009,82.5026,1.7
Iceland,ISL,2010,83.07628,0.7
Iceland,ISL,2011,83.27399,0.2
Iceland,ISL,2012,83.54047,0.3
Iceland,ISL,2013,83.09186,-0.5
Iceland,ISL,2014,82.747856,-0.4
Iceland,ISL,2015,81.80247,-1.1
Iceland,ISL,2016,79.91398,-2.3
Iceland,ISL,2017,78.81927,-1.4
Iceland,ISL,2018,77.96496,-1.1
Iceland,ISL,2019,80.09719,2.7
Iceland,ISL,2020,86.836586,8.4
Iceland,ISL,2021,86.874535,0
