Entity,Code,Year,Renewables (% equivalent primary energy),Grwth rt
Africa,,1965,5.7474947,
Africa,,1966,6.122062,6.5
Africa,,1967,6.325731,3.3
Africa,,1968,7.005293,10.7
Africa,,1969,7.9560876,13.6
Africa,,1970,9.16206,15.2
Africa,,1971,8.131308,-11.3
Africa,,1972,8.7477665,7.6
Africa,,1973,8.542279,-2.3
Africa,,1974,9.268067,8.5
Africa,,1975,9.238402,-0.3
Africa,,1976,9.416414,1.9
Africa,,1977,9.803299,4.1
Africa,,1978,9.519681,-2.9
Africa,,1979,9.350928,-1.8
Africa,,1980,8.486036,-9.2
Africa,,1981,7.859502,-7.4
Africa,,1982,7.378185,-6.1
Africa,,1983,6.456583,-12.5
Africa,,1984,6.1593933,-4.6
Africa,,1985,6.580027,6.8
Africa,,1986,6.7038097,1.9
Africa,,1987,6.2346725,-7
Africa,,1988,6.3508363,1.9
Africa,,1989,6.648682,4.7
Africa,,1990,6.568428,-1.2
Africa,,1991,6.9617434,6
Africa,,1992,6.5524845,-5.9
Africa,,1993,6.4210205,-2
Africa,,1994,6.2905235,-2
Africa,,1995,6.2837534,-0.1
Africa,,1996,6.4112005,2
Africa,,1997,6.44885,0.6
Africa,,1998,6.657183,3.2
Africa,,1999,6.8363028,2.7
Africa,,2000,7.1749406,5
Africa,,2001,7.4141307,3.3
Africa,,2002,7.6051617,2.6
Africa,,2003,7.0411763,-7.4
Africa,,2004,6.9333735,-1.5
Africa,,2005,6.998331,0.9
Africa,,2006,7.123233,1.8
Africa,,2007,7.0094085,-1.6
Africa,,2008,6.716138,-4.2
Africa,,2009,6.7757106,0.9
Africa,,2010,7.1018925,4.8
Africa,,2011,7.2255993,1.7
Africa,,2012,6.989345,-3.3
Africa,,2013,7.1956143,3
Africa,,2014,7.509692,4.4
Africa,,2015,7.464454,-0.6
Africa,,2016,7.307821,-2.1
Africa,,2017,7.7397423,5.9
Africa,,2018,8.169643,5.6
Africa,,2019,8.5593,4.8
Africa,,2020,9.624269,12.4
Africa,,2021,9.555876,-0.7
Africa (BP),,1965,5.7474957,-39.9
Africa (BP),,1966,6.122062,6.5
Africa (BP),,1967,6.325731,3.3
Africa (BP),,1968,7.005293,10.7
Africa (BP),,1969,7.9560876,13.6
Africa (BP),,1970,9.162059,15.2
Africa (BP),,1971,8.131308,-11.3
Africa (BP),,1972,8.7477665,7.6
Africa (BP),,1973,8.54228,-2.3
Africa (BP),,1974,9.268067,8.5
Africa (BP),,1975,9.238402,-0.3
Africa (BP),,1976,9.416413,1.9
Africa (BP),,1977,9.803299,4.1
Africa (BP),,1978,9.519681,-2.9
Africa (BP),,1979,9.350928,-1.8
Africa (BP),,1980,8.486035,-9.2
Africa (BP),,1981,7.859502,-7.4
Africa (BP),,1982,7.378185,-6.1
Africa (BP),,1983,6.456583,-12.5
Africa (BP),,1984,6.1593933,-4.6
Africa (BP),,1985,6.580027,6.8
Africa (BP),,1986,6.70381,1.9
Africa (BP),,1987,6.2346725,-7
Africa (BP),,1988,6.3508363,1.9
Africa (BP),,1989,6.648681,4.7
Africa (BP),,1990,6.568428,-1.2
Africa (BP),,1991,6.9617443,6
Africa (BP),,1992,6.552484,-5.9
Africa (BP),,1993,6.4210205,-2
Africa (BP),,1994,6.2905235,-2
Africa (BP),,1995,6.2837534,-0.1
Africa (BP),,1996,6.4112005,2
Africa (BP),,1997,6.44885,0.6
Africa (BP),,1998,6.657183,3.2
Africa (BP),,1999,6.8363028,2.7
Africa (BP),,2000,7.1749406,5
Africa (BP),,2001,7.41413,3.3
Africa (BP),,2002,7.6197057,2.8
Africa (BP),,2003,7.056476,-7.4
Africa (BP),,2004,6.950178,-1.5
Africa (BP),,2005,7.004725,0.8
Africa (BP),,2006,7.125098,1.7
Africa (BP),,2007,7.0290914,-1.3
Africa (BP),,2008,6.73045,-4.2
Africa (BP),,2009,6.7835674,0.8
Africa (BP),,2010,7.106614,4.8
Africa (BP),,2011,7.2368093,1.8
Africa (BP),,2012,7.0023284,-3.2
Africa (BP),,2013,7.207865,2.9
Africa (BP),,2014,7.5212083,4.3
Africa (BP),,2015,7.4785933,-0.6
Africa (BP),,2016,7.3201394,-2.1
Africa (BP),,2017,7.7515693,5.9
Africa (BP),,2018,8.187628,5.6
Africa (BP),,2019,8.574492,4.7
Africa (BP),,2020,9.644047,12.5
Africa (BP),,2021,9.574978,-0.7
Algeria,DZA,1965,4.7630677,-50.3
Algeria,DZA,1966,3.518747,-26.1
Algeria,DZA,1967,4.2919536,22
Algeria,DZA,1968,5.4861946,27.8
Algeria,DZA,1969,3.1827636,-42
Algeria,DZA,1970,4.6656837,46.6
Algeria,DZA,1971,2.4559188,-47.4
Algeria,DZA,1972,3.2783434,33.5
Algeria,DZA,1973,4.175826,27.4
Algeria,DZA,1974,2.494738,-40.3
Algeria,DZA,1975,1.3782818,-44.8
Algeria,DZA,1976,1.4010223,1.6
Algeria,DZA,1977,0.88172823,-37.1
Algeria,DZA,1978,0.6521151,-26
Algeria,DZA,1979,0.5792936,-11.2
Algeria,DZA,1980,0.4290016,-25.9
Algeria,DZA,1981,0.5029403,17.2
Algeria,DZA,1982,0.57087004,13.5
Algeria,DZA,1983,0.25644946,-55.1
Algeria,DZA,1984,0.51367354,100.3
Algeria,DZA,1985,0.72826535,41.8
Algeria,DZA,1986,0.26640448,-63.4
Algeria,DZA,1987,0.5174273,94.2
Algeria,DZA,1988,0.17717436,-65.8
Algeria,DZA,1989,0.22495823,27
Algeria,DZA,1990,0.1267387,-43.7
Algeria,DZA,1991,0.277607,119
Algeria,DZA,1992,0.18375747,-33.8
Algeria,DZA,1993,0.35028014,90.6
Algeria,DZA,1994,0.16257899,-53.6
Algeria,DZA,1995,0.1822476,12.1
Algeria,DZA,1996,0.1288034,-29.3
Algeria,DZA,1997,0.0744559,-42.2
Algeria,DZA,1998,0.20617962,176.9
Algeria,DZA,1999,0.19274342,-6.5
Algeria,DZA,2000,0.053235482,-72.4
Algeria,DZA,2001,0.065218486,22.5
Algeria,DZA,2002,0.05167677,-20.8
Algeria,DZA,2003,0.228104,341.4
Algeria,DZA,2004,0.2067869,-9.3
Algeria,DZA,2005,0.43411878,109.9
Algeria,DZA,2006,0.16327195,-62.4
Algeria,DZA,2007,0.15990457,-2.1
Algeria,DZA,2008,0.1877543,17.4
Algeria,DZA,2009,0.21278548,13.3
Algeria,DZA,2010,0.11513238,-45.9
Algeria,DZA,2011,0.2352599,104.3
Algeria,DZA,2012,0.22453195,-4.6
Algeria,DZA,2013,0.064763196,-71.2
Algeria,DZA,2014,0.117502466,81.4
Algeria,DZA,2015,0.096813366,-17.6
Algeria,DZA,2016,0.14580712,50.6
Algeria,DZA,2017,0.24701829,69.4
Algeria,DZA,2018,0.28767928,16.5
Algeria,DZA,2019,0.29474697,2.5
Algeria,DZA,2020,0.29789943,1.1
Algeria,DZA,2021,0.26136735,-12.3
Argentina,ARG,1965,1.1027236,321.9
Argentina,ARG,1966,1.0818976,-1.9
Argentina,ARG,1967,1.0765653,-0.5
Argentina,ARG,1968,1.2273394,14
Argentina,ARG,1969,1.0651699,-13.2
Argentina,ARG,1970,1.3534116,27.1
Argentina,ARG,1971,1.2703215,-6.1
Argentina,ARG,1972,1.2349966,-2.8
Argentina,ARG,1973,2.2836952,84.9
Argentina,ARG,1974,3.6298018,58.9
Argentina,ARG,1975,3.862203,6.4
Argentina,ARG,1976,3.5544236,-8
Argentina,ARG,1977,3.9092395,10
Argentina,ARG,1978,5.2276783,33.7
Argentina,ARG,1979,6.7023063,28.2
Argentina,ARG,1980,9.552859,42.5
Argentina,ARG,1981,9.541531,-0.1
Argentina,ARG,1982,11.229479,17.7
Argentina,ARG,1983,11.303474,0.7
Argentina,ARG,1984,12.132671,7.3
Argentina,ARG,1985,12.759556,5.2
Argentina,ARG,1986,12.298526,-3.6
Argentina,ARG,1987,12.247486,-0.4
Argentina,ARG,1988,8.417367,-31.3
Argentina,ARG,1989,7.5435934,-10.4
Argentina,ARG,1990,10.292679,36.4
Argentina,ARG,1991,9.081444,-11.8
Argentina,ARG,1992,10.206743,12.4
Argentina,ARG,1993,12.216533,19.7
Argentina,ARG,1994,13.306406,8.9
Argentina,ARG,1995,12.535519,-5.8
Argentina,ARG,1996,10.225038,-18.4
Argentina,ARG,1997,12.514141,22.4
Argentina,ARG,1998,11.482152,-8.2
Argentina,ARG,1999,9.226557,-19.6
Argentina,ARG,2000,12.283858,33.1
Argentina,ARG,2001,15.937488,29.7
Argentina,ARG,2002,16.249306,2
Argentina,ARG,2003,14.408259,-11.3
Argentina,ARG,2004,12.1855755,-15.4
Argentina,ARG,2005,12.788524,4.9
Argentina,ARG,2006,13.449462,5.2
Argentina,ARG,2007,10.599154,-21.2
Argentina,ARG,2008,10.437064,-1.5
Argentina,ARG,2009,11.783506,12.9
Argentina,ARG,2010,11.661375,-1
Argentina,ARG,2011,10.929448,-6.3
Argentina,ARG,2012,10.216426,-6.5
Argentina,ARG,2013,10.950079,7.2
Argentina,ARG,2014,11.038978,0.8
Argentina,ARG,2015,10.907397,-1.2
Argentina,ARG,2016,10.167007,-6.8
Argentina,ARG,2017,10.964719,7.8
Argentina,ARG,2018,11.39763,3.9
Argentina,ARG,2019,11.926772,4.6
Argentina,ARG,2020,12.179417,2.1
Argentina,ARG,2021,11.329249,-7
Asia,,1965,7.898136,-30.3
Asia,,1966,7.5911603,-3.9
Asia,,1967,6.774782,-10.8
Asia,,1968,6.9767275,3
Asia,,1969,6.371641,-8.7
Asia,,1970,5.7643332,-9.5
Asia,,1971,5.7421813,-0.4
Asia,,1972,5.5885973,-2.7
Asia,,1973,4.7971983,-14.2
Asia,,1974,5.3399725,11.3
Asia,,1975,5.5508537,3.9
Asia,,1976,5.3951755,-2.8
Asia,,1977,4.973344,-7.8
Asia,,1978,4.899002,-1.5
Asia,,1979,5.030863,2.7
Asia,,1980,5.401126,7.4
Asia,,1981,5.707389,5.7
Asia,,1982,5.710594,0.1
Asia,,1983,5.6962695,-0.3
Asia,,1984,5.3149295,-6.7
Asia,,1985,5.351891,0.7
Asia,,1986,5.18894,-3
Asia,,1987,5.0807996,-2.1
Asia,,1988,5.4397326,7.1
Asia,,1989,5.3260098,-2.1
Asia,,1990,5.332829,0.1
Asia,,1991,5.191642,-2.6
Asia,,1992,5.006854,-3.6
Asia,,1993,5.3182926,6.2
Asia,,1994,5.0572066,-4.9
Asia,,1995,5.263786,4.1
Asia,,1996,5.012627,-4.8
Asia,,1997,4.8879094,-2.5
Asia,,1998,5.17496,5.9
Asia,,1999,4.9225016,-4.9
Asia,,2000,4.9022627,-0.4
Asia,,2001,5.071513,3.5
Asia,,2002,4.974642,-1.9
Asia,,2003,4.7754045,-4
Asia,,2004,5.0844684,6.5
Asia,,2005,4.912455,-3.4
Asia,,2006,5.102126,3.9
Asia,,2007,5.0578494,-0.9
Asia,,2008,5.5608997,9.9
Asia,,2009,5.401413,-2.9
Asia,,2010,5.8946567,9.1
Asia,,2011,5.8202963,-1.3
Asia,,2012,6.3957253,9.9
Asia,,2013,6.8686776,7.4
Asia,,2014,7.4121513,7.9
Asia,,2015,7.78167,5
Asia,,2016,8.205105,5.4
Asia,,2017,8.699321,6
Asia,,2018,9.161237,5.3
Asia,,2019,9.805447,7
Asia,,2020,10.580009,7.9
Asia,,2021,10.954556,3.5
Asia Pacific (BP),,1965,8.906765,-18.7
Asia Pacific (BP),,1966,8.529316,-4.2
Asia Pacific (BP),,1967,7.6663523,-10.1
Asia Pacific (BP),,1968,7.829915,2.1
Asia Pacific (BP),,1969,7.134386,-8.9
Asia Pacific (BP),,1970,6.5140657,-8.7
Asia Pacific (BP),,1971,6.55604,0.6
Asia Pacific (BP),,1972,6.363263,-2.9
Asia Pacific (BP),,1973,5.5802565,-12.3
Asia Pacific (BP),,1974,6.154124,10.3
Asia Pacific (BP),,1975,6.3279867,2.8
Asia Pacific (BP),,1976,6.054284,-4.3
Asia Pacific (BP),,1977,5.573482,-7.9
Asia Pacific (BP),,1978,5.4502654,-2.2
Asia Pacific (BP),,1979,5.6590924,3.8
Asia Pacific (BP),,1980,6.0125093,6.2
Asia Pacific (BP),,1981,6.3571663,5.7
Asia Pacific (BP),,1982,6.3478284,-0.1
Asia Pacific (BP),,1983,6.465397,1.9
Asia Pacific (BP),,1984,6.072129,-6.1
Asia Pacific (BP),,1985,6.1838017,1.8
Asia Pacific (BP),,1986,6.0971885,-1.4
Asia Pacific (BP),,1987,5.757307,-5.6
Asia Pacific (BP),,1988,5.9299726,3
Asia Pacific (BP),,1989,6.046375,2
Asia Pacific (BP),,1990,5.9013305,-2.4
Asia Pacific (BP),,1991,5.8016787,-1.7
Asia Pacific (BP),,1992,5.433712,-6.3
Asia Pacific (BP),,1993,5.632144,3.7
Asia Pacific (BP),,1994,5.4201756,-3.8
Asia Pacific (BP),,1995,5.6516204,4.3
Asia Pacific (BP),,1996,5.295516,-6.3
Asia Pacific (BP),,1997,5.2037435,-1.7
Asia Pacific (BP),,1998,5.553134,6.7
Asia Pacific (BP),,1999,5.334319,-3.9
Asia Pacific (BP),,2000,5.37832,0.8
Asia Pacific (BP),,2001,5.6329803,4.7
Asia Pacific (BP),,2002,5.46561,-3
Asia Pacific (BP),,2003,5.178249,-5.3
Asia Pacific (BP),,2004,5.4974675,6.2
Asia Pacific (BP),,2005,5.3428345,-2.8
Asia Pacific (BP),,2006,5.5571895,4
Asia Pacific (BP),,2007,5.5822654,0.5
Asia Pacific (BP),,2008,6.340684,13.6
Asia Pacific (BP),,2009,6.1756163,-2.6
Asia Pacific (BP),,2010,6.6541324,7.7
Asia Pacific (BP),,2011,6.629955,-0.4
Asia Pacific (BP),,2012,7.2913313,10
Asia Pacific (BP),,2013,7.8815355,8.1
Asia Pacific (BP),,2014,8.644287,9.7
Asia Pacific (BP),,2015,8.974304,3.8
Asia Pacific (BP),,2016,9.49663,5.8
Asia Pacific (BP),,2017,10.049202,5.8
Asia Pacific (BP),,2018,10.646099,5.9
Asia Pacific (BP),,2019,11.194805,5.2
Asia Pacific (BP),,2020,12.173392,8.7
Asia Pacific (BP),,2021,12.723151,4.5
Australia,AUS,1965,5.5626216,-56.3
Australia,AUS,1966,5.0718946,-8.8
Australia,AUS,1967,4.9495487,-2.4
Australia,AUS,1968,4.8654675,-1.7
Australia,AUS,1969,5.086988,4.6
Australia,AUS,1970,5.4214506,6.6
Australia,AUS,1971,5.822727,7.4
Australia,AUS,1972,5.599285,-3.8
Australia,AUS,1973,5.5886645,-0.2
Australia,AUS,1974,5.9551096,6.6
Australia,AUS,1975,6.297008,5.7
Australia,AUS,1976,5.7934213,-8
Australia,AUS,1977,5.269775,-9
Australia,AUS,1978,5.508696,4.5
Australia,AUS,1979,5.1658406,-6.2
Australia,AUS,1980,4.862272,-5.9
Australia,AUS,1981,4.9303546,1.4
Australia,AUS,1982,4.6367826,-6
Australia,AUS,1983,4.5344815,-2.2
Australia,AUS,1984,4.7184544,4.1
Australia,AUS,1985,4.863155,3.1
Australia,AUS,1986,4.7985597,-1.3
Australia,AUS,1987,4.532893,-5.5
Australia,AUS,1988,4.6416802,2.4
Australia,AUS,1989,4.4199533,-4.8
Australia,AUS,1990,4.459391,0.9
Australia,AUS,1991,4.7400618,6.3
Australia,AUS,1992,4.731717,-0.2
Australia,AUS,1993,4.7594285,0.6
Australia,AUS,1994,4.5271807,-4.9
Australia,AUS,1995,4.239725,-6.3
Australia,AUS,1996,4.236591,-0.1
Australia,AUS,1997,4.1458387,-2.1
Australia,AUS,1998,4.037756,-2.6
Australia,AUS,1999,4.0089335,-0.7
Australia,AUS,2000,3.9888778,-0.5
Australia,AUS,2001,3.870762,-3
Australia,AUS,2002,3.9314504,1.6
Australia,AUS,2003,4.014969,2.1
Australia,AUS,2004,4.0365605,0.5
Australia,AUS,2005,4.3135533,6.9
Australia,AUS,2006,4.233413,-1.9
Australia,AUS,2007,3.9767227,-6.1
Australia,AUS,2008,3.6813264,-7.4
Australia,AUS,2009,3.9202662,6.5
Australia,AUS,2010,4.3128047,10
Australia,AUS,2011,5.698981,32.1
Australia,AUS,2012,5.700209,0
Australia,AUS,2013,6.525869,14.5
Australia,AUS,2014,5.979823,-8.4
Australia,AUS,2015,6.290021,5.2
Australia,AUS,2016,7.1891756,14.3
Australia,AUS,2017,6.750127,-6.1
Australia,AUS,2018,8.300061,23
Australia,AUS,2019,8.880722,7
Australia,AUS,2020,10.789811,21.5
Australia,AUS,2021,12.933532,19.9
Austria,AUT,1965,25.096407,94
Austria,AUT,1966,25.840193,3
Austria,AUT,1967,26.118929,1.1
Austria,AUT,1968,25.099165,-3.9
Austria,AUT,1969,22.27537,-11.3
Austria,AUT,1970,24.770256,11.2
Austria,AUT,1971,19.652302,-20.7
Austria,AUT,1972,19.524147,-0.7
Austria,AUT,1973,20.177391,3.3
Austria,AUT,1974,23.734528,17.6
Austria,AUT,1975,25.034246,5.5
Austria,AUT,1976,20.90532,-16.5
Austria,AUT,1977,25.271305,20.9
Austria,AUT,1978,24.244625,-4.1
Austria,AUT,1979,25.784454,6.4
Austria,AUT,1980,26.826015,4
Austria,AUT,1981,29.280653,9.2
Austria,AUT,1982,30.31977,3.5
Austria,AUT,1983,30.117788,-0.7
Austria,AUT,1984,26.689833,-11.4
Austria,AUT,1985,29.769283,11.5
Austria,AUT,1986,30.177656,1.4
Austria,AUT,1987,32.19381,6.7
Austria,AUT,1988,32.733265,1.7
Austria,AUT,1989,32.408577,-1
Austria,AUT,1990,28.908686,-10.8
Austria,AUT,1991,27.587187,-4.6
Austria,AUT,1992,31.037273,12.5
Austria,AUT,1993,32.088085,3.4
Austria,AUT,1994,31.2963,-2.5
Austria,AUT,1995,31.51592,0.7
Austria,AUT,1996,28.951206,-8.1
Austria,AUT,1997,29.963467,3.5
Austria,AUT,1998,30.441696,1.6
Austria,AUT,1999,32.258,6
Austria,AUT,2000,32.954258,2.2
Austria,AUT,2001,30.816513,-6.5
Austria,AUT,2002,30.325117,-1.6
Austria,AUT,2003,25.140518,-17.1
Austria,AUT,2004,27.633785,9.9
Austria,AUT,2005,27.94786,1.1
Austria,AUT,2006,28.59121,2.3
Austria,AUT,2007,30.98061,8.4
Austria,AUT,2008,31.345478,1.2
Austria,AUT,2009,34.322514,9.5
Austria,AUT,2010,31.605642,-7.9
Austria,AUT,2011,30.720795,-2.8
Austria,AUT,2012,35.929344,17
Austria,AUT,2013,35.266674,-1.8
Austria,AUT,2014,36.640297,3.9
Austria,AUT,2015,34.964077,-4.6
Austria,AUT,2016,35.651855,2
Austria,AUT,2017,34.502872,-3.2
Austria,AUT,2018,34.568928,0.2
Austria,AUT,2019,35.611378,3
Austria,AUT,2020,38.26067,7.4
Austria,AUT,2021,37.481792,-2
Azerbaijan,AZE,1985,1.6519357,-95.6
Azerbaijan,AZE,1986,0.9406938,-43.1
Azerbaijan,AZE,1987,0.9706843,3.2
Azerbaijan,AZE,1988,0.8420581,-13.3
Azerbaijan,AZE,1989,0.8257338,-1.9
Azerbaijan,AZE,1990,1.88166,127.9
Azerbaijan,AZE,1991,2.0779731,10.4
Azerbaijan,AZE,1992,2.4099329,16
Azerbaijan,AZE,1993,3.8572145,60.1
Azerbaijan,AZE,1994,3.1670034,-17.9
Azerbaijan,AZE,1995,2.8640728,-9.6
Azerbaijan,AZE,1996,3.449877,20.5
Azerbaijan,AZE,1997,4.0128255,16.3
Azerbaijan,AZE,1998,4.5553145,13.5
Azerbaijan,AZE,1999,3.5315983,-22.5
Azerbaijan,AZE,2000,3.446014,-2.4
Azerbaijan,AZE,2001,3.0117817,-12.6
Azerbaijan,AZE,2002,4.7006664,56.1
Azerbaijan,AZE,2003,5.2779026,12.3
Azerbaijan,AZE,2004,5.1585817,-2.3
Azerbaijan,AZE,2005,5.1650033,0.1
Azerbaijan,AZE,2006,4.3662996,-15.5
Azerbaijan,AZE,2007,4.50297,3.1
Azerbaijan,AZE,2008,4.1847568,-7.1
Azerbaijan,AZE,2009,4.8711276,16.4
Azerbaijan,AZE,2010,7.311432,50.1
Azerbaijan,AZE,2011,5.077954,-30.5
Azerbaijan,AZE,2012,3.3373456,-34.3
Azerbaijan,AZE,2013,2.7806928,-16.7
Azerbaijan,AZE,2014,2.433617,-12.5
Azerbaijan,AZE,2015,2.757688,13.3
Azerbaijan,AZE,2016,3.345908,21.3
Azerbaijan,AZE,2017,3.0498044,-8.8
Azerbaijan,AZE,2018,3.070157,0.7
Azerbaijan,AZE,2019,2.674584,-12.9
Azerbaijan,AZE,2020,1.9758317,-26.1
Azerbaijan,AZE,2021,2.2015429,11.4
Bangladesh,BGD,1971,3.8597577,75.3
Bangladesh,BGD,1972,3.4065344,-11.7
Bangladesh,BGD,1973,5.024387,47.5
Bangladesh,BGD,1974,3.4634595,-31.1
Bangladesh,BGD,1975,6.0439763,74.5
Bangladesh,BGD,1976,5.868124,-2.9
Bangladesh,BGD,1977,5.079776,-13.4
Bangladesh,BGD,1978,5.5367117,9
Bangladesh,BGD,1979,5.8256717,5.2
Bangladesh,BGD,1980,4.9608803,-14.8
Bangladesh,BGD,1981,5.0166497,1.1
Bangladesh,BGD,1982,3.8052506,-24.1
Bangladesh,BGD,1983,4.870659,28
Bangladesh,BGD,1984,6.105583,25.4
Bangladesh,BGD,1985,4.5266814,-25.9
Bangladesh,BGD,1986,2.5327976,-44
Bangladesh,BGD,1987,2.6365013,4.1
Bangladesh,BGD,1988,3.090864,17.2
Bangladesh,BGD,1989,3.907864,26.4
Bangladesh,BGD,1990,3.5392714,-9.4
Bangladesh,BGD,1991,3.4776092,-1.7
Bangladesh,BGD,1992,3.0288854,-12.9
Bangladesh,BGD,1993,2.1043289,-30.5
Bangladesh,BGD,1994,2.7616806,31.2
Bangladesh,BGD,1995,1.0269947,-62.8
Bangladesh,BGD,1996,1.9475641,89.6
Bangladesh,BGD,1997,1.8034276,-7.4
Bangladesh,BGD,1998,2.0371237,13
Bangladesh,BGD,1999,1.9397291,-4.8
Bangladesh,BGD,2000,1.6270727,-16.1
Bangladesh,BGD,2001,1.8750032,15.2
Bangladesh,BGD,2002,1.3622075,-27.3
Bangladesh,BGD,2003,1.2784041,-6.2
Bangladesh,BGD,2004,1.2296964,-3.8
Bangladesh,BGD,2005,1.1353458,-7.7
Bangladesh,BGD,2006,1.0463095,-7.8
Bangladesh,BGD,2007,1.0207374,-2.4
Bangladesh,BGD,2008,1.2218128,19.7
Bangladesh,BGD,2009,0.5117601,-58.1
Bangladesh,BGD,2010,0.8648932,69
Bangladesh,BGD,2011,0.95136946,10
Bangladesh,BGD,2012,0.82564867,-13.2
Bangladesh,BGD,2013,0.7885019,-4.5
Bangladesh,BGD,2014,0.646162,-18.1
Bangladesh,BGD,2015,0.81840855,26.7
Bangladesh,BGD,2016,0.8060975,-1.5
Bangladesh,BGD,2017,0.8946443,11
Bangladesh,BGD,2018,0.7471175,-16.5
Bangladesh,BGD,2019,0.6751287,-9.6
Bangladesh,BGD,2020,0.6580818,-2.5
Bangladesh,BGD,2021,0.6501469,-1.2
Belarus,BLR,1985,0.014493478,-97.8
Belarus,BLR,1986,0.012695332,-12.4
Belarus,BLR,1987,0.012513182,-1.4
Belarus,BLR,1988,0.012336069,-1.4
Belarus,BLR,1989,0.012754959,3.4
Belarus,BLR,1990,0.012691677,-0.5
Belarus,BLR,1991,0.011448725,-9.8
Belarus,BLR,1992,0.012468852,8.9
Belarus,BLR,1993,0.0166659,33.7
Belarus,BLR,1994,0.019936154,19.6
Belarus,BLR,1995,0.023589265,18.3
Belarus,BLR,1996,0.018399425,-22
Belarus,BLR,1997,0.023874052,29.8
Belarus,BLR,1998,0.032551832,36.3
Belarus,BLR,1999,0.02270776,-30.2
Belarus,BLR,2000,0.031301863,37.8
Belarus,BLR,2001,0.035543464,13.6
Belarus,BLR,2002,0.032997068,-7.2
Belarus,BLR,2003,0.031896286,-3.3
Belarus,BLR,2004,0.034380138,7.8
Belarus,BLR,2005,0.037284452,8.4
Belarus,BLR,2006,0.03601279,-3.4
Belarus,BLR,2007,0.049696002,38
Belarus,BLR,2008,0.07290584,46.7
Belarus,BLR,2009,0.1132527,55.3
Belarus,BLR,2010,0.1292485,14.1
Belarus,BLR,2011,0.14303419,10.7
Belarus,BLR,2012,0.15896934,11.1
Belarus,BLR,2013,0.22412229,41
Belarus,BLR,2014,0.20674793,-7.8
Belarus,BLR,2015,0.27272683,31.9
Belarus,BLR,2016,0.34643993,27
Belarus,BLR,2017,0.6887631,98.8
Belarus,BLR,2018,0.57909614,-15.9
Belarus,BLR,2019,0.70776963,22.2
Belarus,BLR,2020,0.9897245,39.8
Belarus,BLR,2021,0.9698578,-2
Belgium,BEL,1965,0.19477375,-79.9
Belgium,BEL,1966,0.2222244,14.1
Belgium,BEL,1967,0.16850357,-24.2
Belgium,BEL,1968,0.15502341,-8
Belgium,BEL,1969,0.13315211,-14.1
Belgium,BEL,1970,0.13480939,1.2
Belgium,BEL,1971,0.07485565,-44.5
Belgium,BEL,1972,0.094584495,26.4
Belgium,BEL,1973,0.15358603,62.4
Belgium,BEL,1974,0.19144315,24.6
Belgium,BEL,1975,0.15560853,-18.7
Belgium,BEL,1976,0.09175518,-41
Belgium,BEL,1977,0.26350045,187.2
Belgium,BEL,1978,0.2591517,-1.7
Belgium,BEL,1979,0.28706482,10.8
Belgium,BEL,1980,0.31437632,9.5
Belgium,BEL,1981,0.3818605,21.5
Belgium,BEL,1982,0.2197636,-42.4
Belgium,BEL,1983,0.21319488,-3
Belgium,BEL,1984,0.21372305,0.2
Belgium,BEL,1985,0.18697688,-12.5
Belgium,BEL,1986,0.24818589,32.7
Belgium,BEL,1987,0.30061388,21.1
Belgium,BEL,1988,0.2812286,-6.4
Belgium,BEL,1989,0.2577133,-8.4
Belgium,BEL,1990,0.2747965,6.6
Belgium,BEL,1991,0.25747994,-6.3
Belgium,BEL,1992,0.2941911,14.3
Belgium,BEL,1993,0.24665305,-16.2
Belgium,BEL,1994,0.27591464,11.9
Belgium,BEL,1995,0.30511987,10.6
Belgium,BEL,1996,0.24272089,-20.5
Belgium,BEL,1997,0.25003463,3
Belgium,BEL,1998,0.31667665,26.7
Belgium,BEL,1999,0.36021912,13.7
Belgium,BEL,2000,0.43326905,20.3
Belgium,BEL,2001,0.44920528,3.7
Belgium,BEL,2002,0.47973493,6.8
Belgium,BEL,2003,0.48671454,1.5
Belgium,BEL,2004,0.6062989,24.6
Belgium,BEL,2005,0.8666802,42.9
Belgium,BEL,2006,1.209545,39.6
Belgium,BEL,2007,1.415252,17
Belgium,BEL,2008,1.7643936,24.7
Belgium,BEL,2009,2.5214348,42.9
Belgium,BEL,2010,3.0995507,22.9
Belgium,BEL,2011,4.0459914,30.5
Belgium,BEL,2012,5.060075,25.1
Belgium,BEL,2013,5.3826203,6.4
Belgium,BEL,2014,6.051173,12.4
Belgium,BEL,2015,6.6614165,10.1
Belgium,BEL,2016,6.357454,-4.6
Belgium,BEL,2017,6.910616,8.7
Belgium,BEL,2018,7.41519,7.3
Belgium,BEL,2019,7.959382,7.3
Belgium,BEL,2020,10.637791,33.7
Belgium,BEL,2021,9.336409,-12.2
Brazil,BRA,1965,27.548721,195.1
Brazil,BRA,1966,27.618214,0.3
Brazil,BRA,1967,27.880291,0.9
Brazil,BRA,1968,25.555754,-8.3
Brazil,BRA,1969,25.05622,-2
Brazil,BRA,1970,26.901081,7.4
Brazil,BRA,1971,26.817772,-0.3
Brazil,BRA,1972,27.390734,2.1
Brazil,BRA,1973,26.1017,-4.7
Brazil,BRA,1974,26.928135,3.2
Brazil,BRA,1975,27.995861,4
Brazil,BRA,1976,29.160088,4.2
Brazil,BRA,1977,31.084343,6.6
Brazil,BRA,1978,31.529354,1.4
